M [ 0 , <decl-spec> ] = GOTO 1
M [ 955 , OP_XOR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 955 , OP_XORASN ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 956 , <additive-expr> ] = GOTO 579
M [ 956 , <cast-expr> ] = GOTO 582
M [ 956 , <constant> ] = GOTO 1237
M [ 956 , <multiplicative-expr> ] = GOTO 591
M [ 956 , <num-const> ] = GOTO 1239
M [ 956 , <postfix-expr> ] = GOTO 1240
M [ 956 , <prim-expr> ] = GOTO 1241
M [ 956 , <shift-expr> ] = GOTO 1272
M [ 956 , <unary-expr> ] = GOTO 1242
M [ 956 , <unary-op> ] = GOTO 1243
M [ 956 , CHAR_CONST ] = SHIFT 1244
M [ 956 , DELIM_LPAR ] = SHIFT 1245
M [ 956 , FLOAT_CONST ] = SHIFT 1246
M [ 956 , IDENTIFIER ] = SHIFT 1247
M [ 956 , INT_CONST ] = SHIFT 1248
M [ 956 , OP_ADD ] = SHIFT 135
M [ 956 , OP_AND ] = SHIFT 136
M [ 956 , OP_DEC ] = SHIFT 1249
M [ 956 , OP_INC ] = SHIFT 1250
M [ 956 , OP_LNOT ] = SHIFT 139
M [ 956 , OP_MUL ] = SHIFT 140
M [ 956 , OP_NOT ] = SHIFT 141
M [ 956 , OP_SUB ] = SHIFT 142
M [ 956 , STR_LITERAL ] = SHIFT 1251
M [ 956 , sizeof ] = SHIFT 1252
M [ 957 , <additive-expr> ] = GOTO 579
M [ 957 , <cast-expr> ] = GOTO 582
M [ 957 , <constant> ] = GOTO 1237
M [ 957 , <multiplicative-expr> ] = GOTO 591
M [ 957 , <num-const> ] = GOTO 1239
M [ 957 , <postfix-expr> ] = GOTO 1240
M [ 957 , <prim-expr> ] = GOTO 1241
M [ 957 , <shift-expr> ] = GOTO 1273
M [ 957 , <unary-expr> ] = GOTO 1242
M [ 957 , <unary-op> ] = GOTO 1243
M [ 957 , CHAR_CONST ] = SHIFT 1244
M [ 957 , DELIM_LPAR ] = SHIFT 1245
M [ 957 , FLOAT_CONST ] = SHIFT 1246
M [ 957 , IDENTIFIER ] = SHIFT 1247
M [ 957 , INT_CONST ] = SHIFT 1248
M [ 957 , OP_ADD ] = SHIFT 135
M [ 957 , OP_AND ] = SHIFT 136
M [ 957 , OP_DEC ] = SHIFT 1249
M [ 957 , OP_INC ] = SHIFT 1250
M [ 957 , OP_LNOT ] = SHIFT 139
M [ 957 , OP_MUL ] = SHIFT 140
M [ 957 , OP_NOT ] = SHIFT 141
M [ 957 , OP_SUB ] = SHIFT 142
M [ 957 , STR_LITERAL ] = SHIFT 1251
M [ 957 , sizeof ] = SHIFT 1252
M [ 958 , <additive-expr> ] = GOTO 579
M [ 958 , <cast-expr> ] = GOTO 582
M [ 958 , <constant> ] = GOTO 1237
M [ 958 , <multiplicative-expr> ] = GOTO 591
M [ 958 , <num-const> ] = GOTO 1239
M [ 958 , <postfix-expr> ] = GOTO 1240
M [ 958 , <prim-expr> ] = GOTO 1241
M [ 958 , <shift-expr> ] = GOTO 1274
M [ 958 , <unary-expr> ] = GOTO 1242
M [ 958 , <unary-op> ] = GOTO 1243
M [ 958 , CHAR_CONST ] = SHIFT 1244
M [ 958 , DELIM_LPAR ] = SHIFT 1245
M [ 958 , FLOAT_CONST ] = SHIFT 1246
M [ 958 , IDENTIFIER ] = SHIFT 1247
M [ 958 , INT_CONST ] = SHIFT 1248
M [ 958 , OP_ADD ] = SHIFT 135
M [ 958 , OP_AND ] = SHIFT 136
M [ 958 , OP_DEC ] = SHIFT 1249
M [ 958 , OP_INC ] = SHIFT 1250
M [ 958 , OP_LNOT ] = SHIFT 139
M [ 958 , OP_MUL ] = SHIFT 140
M [ 958 , OP_NOT ] = SHIFT 141
M [ 958 , OP_SUB ] = SHIFT 142
M [ 958 , STR_LITERAL ] = SHIFT 1251
M [ 958 , sizeof ] = SHIFT 1252
M [ 959 , <additive-expr> ] = GOTO 579
M [ 959 , <cast-expr> ] = GOTO 582
M [ 959 , <constant> ] = GOTO 1237
M [ 959 , <multiplicative-expr> ] = GOTO 591
M [ 959 , <num-const> ] = GOTO 1239
M [ 959 , <postfix-expr> ] = GOTO 1240
M [ 959 , <prim-expr> ] = GOTO 1241
M [ 959 , <shift-expr> ] = GOTO 1275
M [ 959 , <unary-expr> ] = GOTO 1242
M [ 959 , <unary-op> ] = GOTO 1243
M [ 959 , CHAR_CONST ] = SHIFT 1244
M [ 959 , DELIM_LPAR ] = SHIFT 1245
M [ 959 , FLOAT_CONST ] = SHIFT 1246
M [ 959 , IDENTIFIER ] = SHIFT 1247
M [ 959 , INT_CONST ] = SHIFT 1248
M [ 959 , OP_ADD ] = SHIFT 135
M [ 959 , OP_AND ] = SHIFT 136
M [ 959 , OP_DEC ] = SHIFT 1249
M [ 959 , OP_INC ] = SHIFT 1250
M [ 959 , OP_LNOT ] = SHIFT 139
M [ 959 , OP_MUL ] = SHIFT 140
M [ 959 , OP_NOT ] = SHIFT 141
M [ 959 , OP_SUB ] = SHIFT 142
M [ 959 , STR_LITERAL ] = SHIFT 1251
M [ 959 , sizeof ] = SHIFT 1252
M [ 960 , <additive-expr> ] = GOTO 1276
M [ 960 , <cast-expr> ] = GOTO 582
M [ 960 , <constant> ] = GOTO 1237
M [ 960 , <multiplicative-expr> ] = GOTO 591
M [ 960 , <num-const> ] = GOTO 1239
M [ 960 , <postfix-expr> ] = GOTO 1240
M [ 960 , <prim-expr> ] = GOTO 1241
M [ 960 , <unary-expr> ] = GOTO 1242
M [ 960 , <unary-op> ] = GOTO 1243
M [ 960 , CHAR_CONST ] = SHIFT 1244
M [ 960 , DELIM_LPAR ] = SHIFT 1245
M [ 960 , FLOAT_CONST ] = SHIFT 1246
M [ 960 , IDENTIFIER ] = SHIFT 1247
M [ 960 , INT_CONST ] = SHIFT 1248
M [ 960 , OP_ADD ] = SHIFT 135
M [ 960 , OP_AND ] = SHIFT 136
M [ 960 , OP_DEC ] = SHIFT 1249
M [ 960 , OP_INC ] = SHIFT 1250
M [ 960 , OP_LNOT ] = SHIFT 139
M [ 960 , OP_MUL ] = SHIFT 140
M [ 960 , OP_NOT ] = SHIFT 141
M [ 960 , OP_SUB ] = SHIFT 142
M [ 960 , STR_LITERAL ] = SHIFT 1251
M [ 960 , sizeof ] = SHIFT 1252
M [ 961 , <additive-expr> ] = GOTO 1277
M [ 961 , <cast-expr> ] = GOTO 582
M [ 961 , <constant> ] = GOTO 1237
M [ 961 , <multiplicative-expr> ] = GOTO 591
M [ 961 , <num-const> ] = GOTO 1239
M [ 961 , <postfix-expr> ] = GOTO 1240
M [ 961 , <prim-expr> ] = GOTO 1241
M [ 961 , <unary-expr> ] = GOTO 1242
M [ 961 , <unary-op> ] = GOTO 1243
M [ 961 , CHAR_CONST ] = SHIFT 1244
M [ 961 , DELIM_LPAR ] = SHIFT 1245
M [ 961 , FLOAT_CONST ] = SHIFT 1246
M [ 961 , IDENTIFIER ] = SHIFT 1247
M [ 961 , INT_CONST ] = SHIFT 1248
M [ 961 , OP_ADD ] = SHIFT 135
M [ 961 , OP_AND ] = SHIFT 136
M [ 961 , OP_DEC ] = SHIFT 1249
M [ 961 , OP_INC ] = SHIFT 1250
M [ 961 , OP_LNOT ] = SHIFT 139
M [ 961 , OP_MUL ] = SHIFT 140
M [ 961 , OP_NOT ] = SHIFT 141
M [ 961 , OP_SUB ] = SHIFT 142
M [ 961 , STR_LITERAL ] = SHIFT 1251
M [ 961 , sizeof ] = SHIFT 1252
M [ 962 , <additive-expr> ] = GOTO 579
M [ 962 , <and-expr> ] = GOTO 580
M [ 962 , <asn-expr> ] = GOTO 1278
M [ 962 , <cast-expr> ] = GOTO 582
M [ 962 , <cond-expr> ] = GOTO 583
M [ 962 , <constant> ] = GOTO 584
M [ 962 , <eq-expr> ] = GOTO 585
M [ 962 , <exc-or-expr> ] = GOTO 586
M [ 962 , <inc-or-expr> ] = GOTO 588
M [ 962 , <land-expr> ] = GOTO 589
M [ 962 , <lor-expr> ] = GOTO 590
M [ 962 , <multiplicative-expr> ] = GOTO 591
M [ 962 , <num-const> ] = GOTO 592
M [ 962 , <postfix-expr> ] = GOTO 593
M [ 962 , <prim-expr> ] = GOTO 594
M [ 962 , <rel-expr> ] = GOTO 595
M [ 962 , <shift-expr> ] = GOTO 596
M [ 962 , <unary-expr> ] = GOTO 597
M [ 962 , <unary-op> ] = GOTO 598
M [ 962 , CHAR_CONST ] = SHIFT 599
M [ 962 , DELIM_LPAR ] = SHIFT 600
M [ 962 , FLOAT_CONST ] = SHIFT 601
M [ 962 , IDENTIFIER ] = SHIFT 602
M [ 962 , INT_CONST ] = SHIFT 603
M [ 962 , OP_ADD ] = SHIFT 135
M [ 962 , OP_AND ] = SHIFT 136
M [ 962 , OP_DEC ] = SHIFT 604
M [ 962 , OP_INC ] = SHIFT 605
M [ 962 , OP_LNOT ] = SHIFT 139
M [ 962 , OP_MUL ] = SHIFT 140
M [ 962 , OP_NOT ] = SHIFT 141
M [ 962 , OP_SUB ] = SHIFT 142
M [ 962 , STR_LITERAL ] = SHIFT 606
M [ 962 , sizeof ] = SHIFT 607
M [ 963 , DELIM_COLON ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , DELIM_COMMA ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , DELIM_QUESTION ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_ADD ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_ADDASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_AND ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_ANDASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_ASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_DIV ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_DIVASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_EQ ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_GE ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_GT ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_LAND ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_LE ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_LOR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_LT ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_MOD ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_MODASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_MUL ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_MULASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_NEQ ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_OR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_ORASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_SHL ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_SHLASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_SHR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_SHRASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_SUB ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_SUBASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_XOR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 963 , OP_XORASN ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 964 , DELIM_COLON ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , DELIM_COMMA ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , DELIM_QUESTION ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_ADD ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_ADDASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_AND ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_ANDASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_ASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_DIV ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_DIVASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_EQ ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_GE ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_GT ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_LAND ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_LE ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_LOR ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_LT ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_MOD ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_MODASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_MUL ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_MULASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_NEQ ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_OR ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_ORASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_SHL ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_SHLASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_SHR ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_SHRASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_SUB ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_SUBASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_XOR ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 964 , OP_XORASN ] = REDUCE <cast-expr> -> <unary-expr> 
M [ 965 , <additive-expr> ] = GOTO 299
M [ 965 , <and-expr> ] = GOTO 300
M [ 965 , <asn-expr> ] = GOTO 301
M [ 965 , <cast-expr> ] = GOTO 302
M [ 965 , <cond-expr> ] = GOTO 303
M [ 965 , <constant> ] = GOTO 304
M [ 965 , <enum-spec> ] = GOTO 305
M [ 965 , <eq-expr> ] = GOTO 306
M [ 965 , <exc-or-expr> ] = GOTO 307
M [ 965 , <expr> ] = GOTO 966
M [ 965 , <inc-or-expr> ] = GOTO 309
M [ 965 , <land-expr> ] = GOTO 310
M [ 965 , <lor-expr> ] = GOTO 311
M [ 965 , <multiplicative-expr> ] = GOTO 312
M [ 965 , <num-const> ] = GOTO 313
M [ 965 , <postfix-expr> ] = GOTO 314
M [ 965 , <prim-expr> ] = GOTO 315
M [ 965 , <rel-expr> ] = GOTO 316
M [ 965 , <shift-expr> ] = GOTO 317
M [ 965 , <spec-qual-list> ] = GOTO 318
M [ 965 , <struct-union-spec> ] = GOTO 319
M [ 965 , <struct-union> ] = GOTO 320
M [ 965 , <type-name> ] = GOTO 1279
M [ 965 , <type-qual> ] = GOTO 322
M [ 965 , <type-spec> ] = GOTO 323
M [ 965 , <unary-expr> ] = GOTO 324
M [ 965 , <unary-op> ] = GOTO 325
M [ 965 , CHAR_CONST ] = SHIFT 326
M [ 965 , DELIM_LPAR ] = SHIFT 327
M [ 965 , FLOAT_CONST ] = SHIFT 328
M [ 965 , IDENTIFIER ] = SHIFT 329
M [ 965 , INT_CONST ] = SHIFT 330
M [ 965 , OP_ADD ] = SHIFT 135
M [ 965 , OP_AND ] = SHIFT 136
M [ 965 , OP_DEC ] = SHIFT 331
M [ 965 , OP_INC ] = SHIFT 332
M [ 965 , OP_LNOT ] = SHIFT 139
M [ 965 , OP_MUL ] = SHIFT 140
M [ 965 , OP_NOT ] = SHIFT 141
M [ 965 , OP_SUB ] = SHIFT 142
M [ 965 , STR_LITERAL ] = SHIFT 333
M [ 965 , char ] = SHIFT 334
M [ 965 , const ] = SHIFT 335
M [ 965 , double ] = SHIFT 336
M [ 965 , enum ] = SHIFT 337
M [ 965 , float ] = SHIFT 338
M [ 965 , int ] = SHIFT 339
M [ 965 , long ] = SHIFT 340
M [ 965 , short ] = SHIFT 341
M [ 965 , signed ] = SHIFT 342
M [ 965 , sizeof ] = SHIFT 343
M [ 965 , struct ] = SHIFT 21
M [ 965 , unsigned ] = SHIFT 344
M [ 965 , void ] = SHIFT 345
M [ 966 , DELIM_COMMA ] = SHIFT 661
M [ 966 , DELIM_RPAR ] = SHIFT 1280
M [ 967 , DELIM_RPAR ] = SHIFT 1281
M [ 968 , DELIM_COLON ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , DELIM_COMMA ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , DELIM_QUESTION ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_ADD ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_ADDASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_AND ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_ANDASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_ASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_DIV ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_DIVASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_EQ ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_GE ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_GT ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_LAND ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_LE ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_LOR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_LT ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_MOD ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_MODASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_MUL ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_MULASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_NEQ ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_OR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_ORASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_SHL ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_SHLASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_SHR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_SHRASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_SUB ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_SUBASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_XOR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 968 , OP_XORASN ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 969 , <additive-expr> ] = GOTO 299
M [ 969 , <and-expr> ] = GOTO 300
M [ 969 , <asn-expr> ] = GOTO 301
M [ 969 , <cast-expr> ] = GOTO 302
M [ 969 , <cond-expr> ] = GOTO 303
M [ 969 , <constant> ] = GOTO 304
M [ 969 , <enum-spec> ] = GOTO 305
M [ 969 , <eq-expr> ] = GOTO 306
M [ 969 , <exc-or-expr> ] = GOTO 307
M [ 969 , <expr> ] = GOTO 966
M [ 969 , <inc-or-expr> ] = GOTO 309
M [ 969 , <land-expr> ] = GOTO 310
M [ 969 , <lor-expr> ] = GOTO 311
M [ 969 , <multiplicative-expr> ] = GOTO 312
M [ 969 , <num-const> ] = GOTO 313
M [ 969 , <postfix-expr> ] = GOTO 314
M [ 969 , <prim-expr> ] = GOTO 315
M [ 969 , <rel-expr> ] = GOTO 316
M [ 969 , <shift-expr> ] = GOTO 317
M [ 969 , <spec-qual-list> ] = GOTO 318
M [ 969 , <struct-union-spec> ] = GOTO 319
M [ 969 , <struct-union> ] = GOTO 320
M [ 969 , <type-name> ] = GOTO 1282
M [ 969 , <type-qual> ] = GOTO 322
M [ 969 , <type-spec> ] = GOTO 323
M [ 969 , <unary-expr> ] = GOTO 324
M [ 969 , <unary-op> ] = GOTO 325
M [ 969 , CHAR_CONST ] = SHIFT 326
M [ 969 , DELIM_LPAR ] = SHIFT 327
M [ 969 , FLOAT_CONST ] = SHIFT 328
M [ 969 , IDENTIFIER ] = SHIFT 329
M [ 969 , INT_CONST ] = SHIFT 330
M [ 969 , OP_ADD ] = SHIFT 135
M [ 969 , OP_AND ] = SHIFT 136
M [ 969 , OP_DEC ] = SHIFT 331
M [ 969 , OP_INC ] = SHIFT 332
M [ 969 , OP_LNOT ] = SHIFT 139
M [ 969 , OP_MUL ] = SHIFT 140
M [ 969 , OP_NOT ] = SHIFT 141
M [ 969 , OP_SUB ] = SHIFT 142
M [ 969 , STR_LITERAL ] = SHIFT 333
M [ 969 , char ] = SHIFT 334
M [ 969 , const ] = SHIFT 335
M [ 969 , double ] = SHIFT 336
M [ 969 , enum ] = SHIFT 337
M [ 969 , float ] = SHIFT 338
M [ 969 , int ] = SHIFT 339
M [ 969 , long ] = SHIFT 340
M [ 969 , short ] = SHIFT 341
M [ 969 , signed ] = SHIFT 342
M [ 969 , sizeof ] = SHIFT 343
M [ 969 , struct ] = SHIFT 21
M [ 969 , unsigned ] = SHIFT 344
M [ 969 , void ] = SHIFT 345
M [ 970 , DELIM_COLON ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , DELIM_COMMA ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , DELIM_QUESTION ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_ADD ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_ADDASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_AND ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_ANDASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_ASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_DIV ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_DIVASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_EQ ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_GE ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_GT ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_LAND ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_LE ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_LOR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_LT ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_MOD ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_MODASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_MUL ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_MULASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_NEQ ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_OR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_ORASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_SHL ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_SHLASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_SHR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_SHRASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_SUB ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_SUBASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_XOR ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 970 , OP_XORASN ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 971 , DELIM_COLON ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , DELIM_COMMA ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , DELIM_QUESTION ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_ADD ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_ADDASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_AND ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_ANDASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_ASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_DIV ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_DIVASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_EQ ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_GE ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_GT ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_LAND ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_LE ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_LOR ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_LT ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_MOD ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_MODASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_MUL ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_MULASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_NEQ ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_OR ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_ORASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_SHL ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
M [ 971 , OP_SHLASN ] = REDUCE <unary-expr> -> sizeof <unary-expr> 
